Human gene name,Gene name
RF01778,Dlx6os1
SNORD65,Snord65
MIR199A2,Mir199a-2
MIR200A,Mir200a
SNORD116-2,Gm26246
SNORD116-8,Gm26246
SNORD116-3,Gm26246
SNORD116-1,Gm26246
SNORD116-5,Gm26246
SNORD116-4,Gm26246
SNORD116-7,Gm26246
SNORD116-9,Gm26246
SNORD116-6,Gm26246
RNU6-874P,Gm23463
RF01979,Gm27477
RNU6-1075P,Gm22458
RF00003,Gm24671
RNU1-5P,Gm24671
RNU1-49P,Gm24671
RNU1-68P,Gm24671
RNU1-6P,Gm24671
RNU1-143P,Gm24671
SNORD26,Gm25894
RF00189,Gm23531
RNU6-18P,Gm23355
RNU6-17P,Gm23355
MIR124-1,Mir124a-1
SNORD116-2,Gm23313
SNORD116-8,Gm23313
SNORD116-3,Gm23313
SNORD116-1,Gm23313
SNORD116-5,Gm23313
SNORD116-4,Gm23313
SNORD116-7,Gm23313
SNORD116-9,Gm23313
SNORD116-6,Gm23313
RN7SKP109,Gm22024
SNORA67,Gm24029
SNORD42A,Snord42a
RNU6-693P,Gm24225
RNU1-104P,Gm24621
SNORD10,Gm25835
RF02266,Gm27733
RF00090,Gm25907
RNU6-346P,Gm22333
MIR26B,Mir26b
RNU6-58P,Gm23676
MIR371A,Mir293
RNU6-641P,Gm26189
RF00026,Gm23643
RNU6-713P,Gm25207
RNU6-1212P,Gm27944
RNU6-257P,Gm27944
RNU6-998P,Gm27944
SNORA2C,Snora34
MIRLET7D,Mirlet7d
SNORD110,Snord110
SNORA3B,Gm24888
RF00334,Gm24888
SNORA3C,Gm24888
SNORD116-2,Gm22128
SNORD116-8,Gm22128
SNORD116-3,Gm22128
SNORD116-1,Gm22128
SNORD116-5,Gm22128
SNORD116-4,Gm22128
SNORD116-7,Gm22128
SNORD116-9,Gm22128
SNORD116-6,Gm22128
MIR877,Mir877
RF01947,Gm27389
SNORD114-16,Gm23347
RF00004,Gm24950
RNU2-1,Gm24950
MIR22,Mir22
RF02271,Gm27401
SNORD86,Gm24989
SNORD1A,Snord1a
RNU2-50P,Gm22970
RNU6-926P,Gm26500
MIR188,Mir188
MIR660,Mir188
RNU6-205P,Gm24116
SNORD87,Snord87
RF02104,Gm27928
RNU1-101P,Gm26146
MIR371A,Mir292
RNU6-196P,Gm23966
MIR449A,Mir449a
SNORA36B,Snora36b
RN7SKP238,Gm24841
SNORA80D,Gm23317
RNU6-479P,Gm23856
RNU6-150P,Gm25805
RNU6-545P,Gm22880
RN7SKP64,Gm25082
RN7SKP164,Gm23673
MIR761,Mir761
RN7SKP293,Gm22959
RN7SKP269,Gm22846
RF00092,Gm25428
MIR331,Mir331
SNORA74C-1,Gm23946
MIR181A1,Mir181a-1
RNU2-62P,Gm23628
RNU2-44P,Gm23628
RNU6-311P,Gm26437
SNORD111,Snord111
SNORD36A,Gm24134
RF00049,Gm24134
RNU6-1291P,Gm23538
SNORD116-2,Gm22863
SNORD116-8,Gm22863
SNORD116-3,Gm22863
SNORD116-1,Gm22863
SNORD116-5,Gm22863
SNORD116-4,Gm22863
SNORD116-7,Gm22863
SNORD116-9,Gm22863
SNORD116-6,Gm22863
RNU6-526P,Gm23588
SCARNA14,Gm22433
RNU6-1189P,Gm25626
RNA5SP535,Gm24649
MIR125A,Mir125a
RNU6-276P,Gm24277
SNORD67,Snord67
MIR665,Mir665
RF02196,Gm27941
RNU1-33P,Gm23121
SNORD116-2,Gm25157
SNORD116-8,Gm25157
SNORD116-3,Gm25157
SNORD116-1,Gm25157
SNORD116-5,Gm25157
SNORD116-4,Gm25157
SNORD116-7,Gm25157
SNORD116-9,Gm25157
SNORD116-6,Gm25157
RF00407,Gm22532
RN7SKP182,Gm24857
RF01971,Gm27544
SNORD116-28,Gm22373
SNORD116-29,Gm22373
SNORD116-27,Gm22373
SNORD116-25,Gm22373
SNORD116-30,Gm22373
SNORD116-26,Gm22373
SNORA17A,Gm22149
RNU6-871P,Gm23384
RNU6-1124P,Gm25633
RF02272,Gm27893
RNU6-61P,Gm25312
MIR125B1,Mir125b-1
MIR223,Mir223
MIR181C,Mir181c
RF02198,Gm27680
RNU6-861P,Gm25045
RF02139,Gm27695
SCARNA21B,Gm24644
MIR9-3,Mir9-3
RNU1-97P,Gm25730
RNU1-17P,Gm25730
RNU1-95P,Gm25730
RNU1-41P,Gm25730
RNU1-128P,Gm25730
RNU1-124P,Gm25730
RNU1-107P,Gm25730
RNU1-86P,Gm25730
RNU1-48P,Gm25730
RNU1-40P,Gm25730
SNORD16,Snord16a
RNA5S3,n-R5s104
RNU5E-1,Gm25099
SNORD90,Snord90
RNU6-349P,Gm24773
SNORD17,Snord17
RN7SKP60,Gm23886
SNORA17A,Gm23604
FBXL15,Fbxl15
RNU6-168P,Gm22089
SNORD116-2,Gm26332
SNORD116-8,Gm26332
SNORD116-3,Gm26332
SNORD116-1,Gm26332
SNORD116-5,Gm26332
SNORD116-4,Gm26332
SNORD116-7,Gm26332
SNORD116-9,Gm26332
SNORD116-6,Gm26332
SNORD45B,Snord45b
RF00279,Snord45b
RF00402,Gm22843
SNORD116-2,Gm23619
SNORD116-8,Gm23619
SNORD116-3,Gm23619
SNORD116-1,Gm23619
SNORD116-5,Gm23619
SNORD116-4,Gm23619
SNORD116-7,Gm23619
SNORD116-9,Gm23619
SNORD116-6,Gm23619
RNU6-1196P,Gm25839
RN7SL700P,Gm24514
RN7SL42P,Gm24514
RN7SL435P,Gm24514
RF00561,Gm26401
SNORD116-2,Gm24618
SNORD116-8,Gm24618
SNORD116-3,Gm24618
SNORD116-1,Gm24618
SNORD116-5,Gm24618
SNORD116-4,Gm24618
SNORD116-7,Gm24618
SNORD116-9,Gm24618
SNORD116-6,Gm24618
RNU6-490P,Gm23678
RNU6-1051P,Gm23678
SNORA9,Gm25800
RNU6-16P,Gm25628
RNU1-61P,Gm25556
SNORD123,Snord123
RF01879,Gm27587
RF00019,Gm23466
RNU6-77P,Gm22960
SNORD116-2,Gm23141
SNORD116-8,Gm23141
SNORD116-3,Gm23141
SNORD116-1,Gm23141
SNORD116-5,Gm23141
SNORD116-4,Gm23141
SNORD116-7,Gm23141
SNORD116-9,Gm23141
SNORD116-6,Gm23141
RF00156,Gm25391
SNORD20,Gm24148
MIRLET7F2,Mirlet7f-2
SNORA21,Gm25821
RNU2-54P,Gm22984
RNU6-1251P,Gm22297
SNORA50C,Gm22711
RF01880,Gm27520
RNU6-511P,Gm25044
RN7SKP39,Gm24444
SNORD116-2,Gm26433
SNORD116-8,Gm26433
SNORD116-3,Gm26433
SNORD116-1,Gm26433
SNORD116-5,Gm26433
SNORD116-4,Gm26433
SNORD116-7,Gm26433
SNORD116-9,Gm26433
SNORD116-6,Gm26433
RNU6-262P,Gm25257
RNU1-29P,Gm24626
RNU1-45P,Gm24626
RNU6-575P,Gm26159
MIR494,Mir494
SNORD116-2,Gm24518
SNORD116-8,Gm24518
SNORD116-3,Gm24518
SNORD116-1,Gm24518
SNORD116-5,Gm24518
SNORD116-4,Gm24518
SNORD116-7,Gm24518
SNORD116-9,Gm24518
SNORD116-6,Gm24518
RNU6-1152P,Gm23691
RNU6-588P,Gm23691
RNU6-1174P,Gm23691
RNU6-1223P,Gm25268
RNU6-967P,Gm25268
RNU6-248P,Gm25268
RF00399,Gm23012
RNU1-36P,Gm23322
SNORA61,Gm23514
RF00212,Gm23615
SNORD38C,Gm23615
SNORD38B,Gm23615
SNORD95,Snord95
RF00561,Gm22490
SNORA40C,Gm22490
SNORA40B,Gm22490
SNORA40,Gm22490
RF00392,Gm24829
SNORA5B,Gm24829
RNU6-984P,Gm24668
RNU6-19P,Gm25326
SNORA17A,Gm24350
RNU6ATAC27P,Gm26357
MIR145,Mir145a
RNU6-586P,Gm22476
RNU6-330P,Gm22476
RF01883,Gm27937
RF01887,Gm27699
RF01233,Gm23897
RF00045,Gm26448
RN7SKP56,Gm24074
RF00026,Gm24716
RNU6-549P,Gm24716
RNU6-1235P,Gm24716
RNU6-498P,Gm24716
RNU6-76P,Gm24716
RNU6-331P,Gm24716
RNU6-163P,Gm24716
RNU6-1099P,Gm23428
SCARNA2,Scarna2
RNU2-55P,Gm25887
RNU6-167P,Gm24142
MIR98,Mir98
RNU5B-1,Gm25313
RF01956,Gm27505
SNORA37,Snora30
RNU6-1086P,Gm22814
MIR103A1,Mir103-1
RNU6-1064P,Gm24198
RF00019,Gm24372
MIR152,Mir152
MIR193B,Mir193b
MIR18A,Mir18
RNU6-105P,Gm24374
RNU2-41P,Gm25572
RNU1-61P,Gm24720
RNA5S4,Gm25212
SCARNA10,Scarna10
SNORD114-31,Gm25854
RNU6-23P,Gm22113
RNU6-495P,Gm24584
RNU6-644P,Gm24584
RNU6-756P,Gm24584
SNORD116-2,Gm22285
SNORD116-8,Gm22285
SNORD116-3,Gm22285
SNORD116-1,Gm22285
SNORD116-5,Gm22285
SNORD116-4,Gm22285
SNORD116-7,Gm22285
SNORD116-9,Gm22285
SNORD116-6,Gm22285
RNU6-496P,Gm24537
RNU6-159P,Gm25147
RNU6-1069P,Gm25147
RNU1-33P,Gm26361
RNA5S7,n-R5s144
RF00392,Gm23561
SNORA5B,Gm23561
RNU6-465P,Gm24737
RNU6-1071P,Gm24737
RNU6-1171P,Gm24737
RF00392,Gm22447
SNORA5B,Gm22447
RF02249,Gm27283
MIR25,Mir25
RNA5SP150,n-R5s130
RNU4-1,Gm24265
RF01871,Gm27465
RF02180,Gm27762
RF01972,Gm27483
RNU6-304P,Gm23648
RN7SKP20,Gm23867
RN7SKP183,Gm24685
MIR135A2,Mir135a-2
RF00283,Gm25443
RNU6-5P,Gm25709
RF00568,Snora26
SNORA26,Snora26
RNU6-1080P,Gm25078
RNU6-829P,Gm22555
SNORA67,Gm25480
RNU1-97P,Gm23050
RNU1-17P,Gm23050
RNU1-95P,Gm23050
RNU1-41P,Gm23050
RNU1-128P,Gm23050
RNU1-124P,Gm23050
RNU1-107P,Gm23050
RNU1-86P,Gm23050
RNU1-48P,Gm23050
RNU1-40P,Gm23050
RNU6-566P,Gm24631
MIR409,Gm24321
RNU2-31P,Gm23260
RN7SKP103,Gm23875
RNU6-399P,Gm25968
RNU6-486P,Gm25968
RNU6-338P,Gm25968
SNORA67,Gm24493
SCARNA18,Gm24507
RF01968,Gm27588
RNU6-300P,Gm23207
SNORD72,Snord72
NRON,Nron
MIR32,Mir32
RF00278,Gm26135
SNORD50B,Gm26135
SNORD12,Snord12
MIR219A2,Mir219a-2
RN7SKP49,Gm26321
RF02113,Gm27470
RNU6-342P,Gm25235
RNU6-780P,Gm25235
SNORD116-2,Gm25474
SNORD116-8,Gm25474
SNORD116-3,Gm25474
SNORD116-1,Gm25474
SNORD116-5,Gm25474
SNORD116-4,Gm25474
SNORD116-7,Gm25474
SNORD116-9,Gm25474
SNORD116-6,Gm25474
SNORD73B,Rnu73b
RNU6-1257P,Gm24689
RNU6-1154P,Gm24689
RNU6-627P,Gm26008
RF00407,Gm22711
RF01951,Gm27403
MIR101-1,Mir101a
MIR208A,Mir208a
RF00004,Gm22946
RF01872,Gm27335
RNU6-1324P,Gm24498
RNU6-641P,Gm25354
RN7SKP36,Gm25319
SNORA28,Gm23034
SNORD125,Gm24958
GSTM1,Gm6665
RF00152,Mir5117
RNU6-277P,Gm22606
RNU6-222P,Gm24414
RNU6-6P,Rnu6
RF02089,Gm27793
RF01969,Gm27608
RNU6-437P,Gm23390
RNU6-502P,Gm23390
SNORD5,Gm24299
SNORD4A,Snord4a
RF02251,Gm27502
RN7SKP178,Gm24441
RN7SKP76,Gm24441
RF00560,Gm23596
MIR30C1,Mir30c-1
SNORD114-31,Gm23600
SNORD11,Snord11
RNU6-374P,Gm23981
RF00413,Gm22729
MIR17,Mir17
SNORD68,Snord68
SNORD41,Gm25506
RNU6-59P,Gm22127
RNU6-1055P,Gm22290
RNU6-411P,Gm25654
RNU6-194P,Gm25654
SNORD114-31,DQ267102
RNA5SP535,n-R5s189
RF02174,Gm27301
RNU2-14P,Gm26108
RF00096,Gm25369
SNORA84,Gm23513
SNORA7B,Snora7a
SNORA7A,Snora7a
RF00004,Rnu2-10
RNU2-1,Rnu2-10
RNU1-46P,Gm22211
RNU5E-1,Gm23143
SNORD116-2,Gm22631
SNORD116-8,Gm22631
SNORD116-3,Gm22631
SNORD116-1,Gm22631
SNORD116-5,Gm22631
SNORD116-4,Gm22631
SNORD116-7,Gm22631
SNORD116-9,Gm22631
SNORD116-6,Gm22631
RF00091,Gm27295
RNU6-804P,Gm24388
SNORA17A,Gm25053
RNU6-271P,Gm24182
RNU6-33P,Gm26065
RNU6-228P,Gm25512
SNORD35B,Snord35b
RNU6ATAC12P,Gm25309
RNU6-930P,Gm23614
RNU6-925P,Gm23614
RNU6-653P,Gm22242
SNORD114-31,Gm24895
MIR744,Mir744
RNU6-410P,Gm22935
RNU1-97P,Gm26057
RNU1-17P,Gm26057
RNU1-95P,Gm26057
RNU1-41P,Gm26057
RNU1-128P,Gm26057
RNU1-124P,Gm26057
RNU1-107P,Gm26057
RNU1-86P,Gm26057
RNU1-48P,Gm26057
RNU1-40P,Gm26057
RNU6-627P,Gm22528
RNU6-158P,Gm22083
RNU6-1325P,Gm26420
RMRP,Rmrp
RNU6-49P,Gm26128
RNU6-896P,Gm24150
RNU6-829P,Gm23552
RF00614,Gm22676
MIR99B,Mir99b
SNORD51,Gm26457
SNORD1C,Snord1c
RF02246,Gm27435
RNA5SP527,Gm23905
RF00425,Gm24769
SNORA18,Gm24769
RNU6-1262P,Gm23507
MIR144,Mir144
RNU6-1162P,Gm23166
SNORA13,Gm25636
RF01848,Gm24826
RNU6-1136P,Gm22139
MIR195,Mir195a
RN7SKP5,Gm25333
RNU6-42P,Gm25577
RNU6-187P,Gm25577
SNORA9,Gm23626
MIR15A,Mir15a
RNU6-1337P,Gm25864
SNORD116-2,Gm23953
SNORD116-8,Gm23953
SNORD116-3,Gm23953
SNORD116-1,Gm23953
SNORD116-5,Gm23953
SNORD116-4,Gm23953
SNORD116-7,Gm23953
SNORD116-9,Gm23953
SNORD116-6,Gm23953
SNORD63,Gm26109
RNU6-984P,Gm24531
RN7SKP170,Gm25288
RF00601,Gm26215
SCARNA20,Gm26215
SCARNA3,Gm25119
RF01894,Gm27970
RNU6-197P,Gm23858
RF00401,Gm24615
SNORA20B,Gm24615
RNU6-394P,Gm24178
MIR27B,Mir27b
SNORA15B-2,Snora15
SNORA15B-1,Snora15
SNORA15,Snora15
RF01967,Gm27753
RNU6-1267P,Gm25401
RNU6-348P,Gm25401
RNU6-950P,Gm25401
RNU6-1283P,Gm25401
RNU6-347P,Gm25401
RNU6-554P,Gm25401
LRG1,Lrg1
FGGY,Fggy
CELA1,Cela1
IGHA1,Igha
IGHA2,Igha
EGLN2,Egln2
AC010761.1,Nek8
ZNF207,Zfp207
ERLIN2,Erlin2
LRRC9,Lrrc9
ATIC,Atic
SCML2,Scml2
EVPL,Evpl
ZFYVE21,Zfyve21
TRAF4,Traf4
TEX261,Tex261
UGGT2,Uggt2
RNF24,Rnf24
GAK,Gak
FBXO17,Fbxo17
FRYL,Fryl
KIAA0556,D430042O09Rik
ENOX2,Enox2
FBXL19,Fbxl19
APMAP,Apmap
PDZD4,Pdzd4
ARPC3,Arpc3
IGFBP1,Igfbp1
PPP1R13B,Ppp1r13b
PRR23B,7420426K07Rik
PRR23A,7420426K07Rik
PRR23C,7420426K07Rik
STXBP5L,Stxbp5l
CST7,Cst7
WFDC10A,Wfdc10
IFNE,Ifne
RNF141,Rnf141
PIK3C2A,Pik3c2a
WFDC9,Wfdc9
IFNA4,Ifna1
IFNA2,Ifna1
IFNA1,Ifna1
IFNA7,Ifna1
IFNA17,Ifna1
IFNA13,Ifna1
IFNA16,Ifna1
IFNA14,Ifna1
IFNA21,Ifna1
IFNA10,Ifna1
IFNA8,Ifna1
IFNA5,Ifna1
IFNA6,Ifna1
RBM39,Rbm39
ZNRF1,Znrf1
FAM222B,Fam222b
SART3,Sart3
NALCN,Nalcn
LMF2,Lmf2
FGF23,Fgf23
FKBP9,Fkbp9
PANK2,Pank2
HDHD3,Hdhd3
CYP2D7,Cyp2d40
CYP2D6,Cyp2d40
FGF6,Fgf6
R3HDM1,R3hdm1
KCNG1,Kcng1
LDHD,Ldhd
SLC27A3,Slc27a3
ITPRIPL2,Itpripl2
CD83,Cd83
WFDC8,Wfdc8
SIAH1,Siah1b
ZDHHC19,Zdhhc19
NUDT1,Nudt1
EPPIN-WFDC6,Wfdc6b
EPPIN,Wfdc6b
ANKRD53,Ankrd53
SCARA5,Scara5
FH,Fh1
CHIA,Chil5
KBTBD2,Kbtbd2
CENPE,Cenpe
AMPD3,Ampd3
EPPIN-WFDC6,Eppin
EPPIN,Eppin
TADA2A,Tada2a
C12orf4,D6Wsu163e
RAB3C,Rab3c
SYT16,Syt16
DNAH7,Dnah7a
SYT17,Syt17
PIFO,Pifo
TSPAN17,Tspan17
BSPRY,Bspry
PLIN5,Plin5
KLRB1,Klrb1a
MDM4,Mdm4
ACOX1,Acox1
CD82,Cd82
IFNA4,Ifna4
IFNA2,Ifna4
IFNA1,Ifna4
IFNA7,Ifna4
IFNA17,Ifna4
IFNA13,Ifna4
IFNA16,Ifna4
IFNA14,Ifna4
IFNA21,Ifna4
IFNA10,Ifna4
IFNA8,Ifna4
IFNA5,Ifna4
IFNA6,Ifna4
BCL6,Bcl6
CYP2D7,Cyp2d22
CYP2D6,Cyp2d22
RNF182,Rnf182
SERPINF2,Serpinf2
TRAF5,Traf5
TRIM50,Trim50
AC010605.1,Fbxo27
BUD13,Bud13
CA5B,Car5b
MMP14,Mmp14
TEN1-CDK3,Ten1
TEN1,Ten1
GRAMD4,Gramd4
LIN7C,Lin7c
WDR27,Wdr27
AL031315.1,Wdr27
PEAK1,Peak1
SPATA45,Spata45
ZDBF2,Zdbf2
CNIH4,Cnih4
ADAT3,Adat3
KMO,Kmo
MAPT,Mapt
EPPIN-WFDC6,Wfdc6a
EPPIN,Wfdc6a
SSR4,Ssr4
LYSMD2,Lysmd2
CYB5R1,Cyb5r1
PPP5C,Ppp5c
SPINT3,Spint3
IFNA4,Ifna5
IFNA2,Ifna5
IFNA1,Ifna5
IFNA7,Ifna5
IFNA17,Ifna5
IFNA13,Ifna5
IFNA16,Ifna5
IFNA14,Ifna5
IFNA21,Ifna5
IFNA10,Ifna5
IFNA8,Ifna5
IFNA5,Ifna5
IFNA6,Ifna5
TNFRSF13B,Tnfrsf13b
IFNA4,Ifna6
IFNA2,Ifna6
IFNA1,Ifna6
IFNA7,Ifna6
IFNA17,Ifna6
IFNA13,Ifna6
IFNA16,Ifna6
IFNA14,Ifna6
IFNA21,Ifna6
IFNA10,Ifna6
IFNA8,Ifna6
IFNA5,Ifna6
IFNA6,Ifna6
ATP6V1B1,Atp6v1b1
IFNA4,Ifna11
IFNA2,Ifna11
IFNA1,Ifna11
IFNA7,Ifna11
IFNA17,Ifna11
IFNA13,Ifna11
IFNA16,Ifna11
IFNA14,Ifna11
IFNA21,Ifna11
IFNA10,Ifna11
IFNA8,Ifna11
IFNA5,Ifna11
IFNA6,Ifna11
KCNE3,Kcne3
IFNA4,Ifna7
IFNA2,Ifna7
IFNA1,Ifna7
IFNA7,Ifna7
IFNA17,Ifna7
IFNA13,Ifna7
IFNA16,Ifna7
IFNA14,Ifna7
IFNA21,Ifna7
IFNA10,Ifna7
IFNA8,Ifna7
IFNA5,Ifna7
IFNA6,Ifna7
SLC41A2,Slc41a2
AC074143.1,Nol3
CDKL3,Cdkl3
FAM189A1,Fam189a1
LIPT2,Lipt2
OPN4,Opn4
ADAM33,Adam33
WFDC2,Wfdc2
TXNL1,Txnl1
PLCH2,Plch2
AR,Ar
AASDHPPT,Aasdhppt
RNF145,Rnf145
C3AR1,C3ar1
CACNA2D3,Cacna2d3
STX2,Stx2
TMEM259,Tmem259
ENO4,Eno4
MITD1,Mitd1
CDK2AP1,Cdk2ap1
COMMD10,Commd10
IGHV1-69D,Ighv1-31
IGHV1-24,Ighv1-31
IGHV1OR15-1,Ighv1-31
IGHV1-69,Ighv1-31
AC135068.8,Ighv1-31
IGHV1OR15-9,Ighv1-31
IGHV1-69-2,Ighv1-31
IGHV1-3,Ighv1-31
AC136616.3,Ighv1-31
IGHV1OR21-1,Ighv1-31
IGHV1-45,Ighv1-31
IGHV1-58,Ighv1-31
IGHV1-2,Ighv1-31
IGHV1-18,Ighv1-31
IGHV1-46,Ighv1-31
SLC9C1,Slc9c1
SIRPG,Sirpb1b
AL049634.2,Sirpb1b
SIRPA,Sirpb1b
SIRPB1,Sirpb1b
EFS,Efs
APLP1,Aplp1
LIPT1,Lipt1
IFT122,Ift122
RBMY1D,Gm21704
RBMY1F,Gm21704
RBMY1B,Gm21704
RBMY1A1,Gm21704
RBMY1E,Gm21704
RBMY1J,Gm21704
BCAS2,Bcas2
POLI,Poli
SALL2,Sall2
AGO1,Ago1
RBMY1D,Gm21708
RBMY1F,Gm21708
RBMY1B,Gm21708
RBMY1A1,Gm21708
RBMY1E,Gm21708
RBMY1J,Gm21708
OR4C12,Olfr1255
LRTM1,Lrtm1
AC005520.1,Ptgr2
PTGR2,Ptgr2
OR4A47,Olfr1256
CDK2AP2,Cdk2ap2
GRIN2A,Grin2a
SNX15,Snx15
NEUROD1,Neurod1
SLC4A1AP,Slc4a1ap
CWC22,Gm13698
PENK,Penk
ASF1B,Asf1b
MBLAC2,Mblac2
CWC22,Gm13693
ITGA4,Itga4
OR10G3,Olfr1513
CWC22,Gm13695
STMN2,Stmn2
TACC3,Tacc3
PRDM2,Prdm2
CWC22,Gm13696
CWC22,Gm13694
OR10G3,Olfr1512
KCTD15,Kctd15
ULK3,Ulk3
PDCD5,Pdcd5
GRIN3B,Grin3b
SERINC1,Serinc1
SDR9C7,Sdr9c7
KLHL7,Klhl7
CASP6,Casp6
TMEM255B,Tmem255b
UHRF1BP1L,Uhrf1bp1l
TRH,Trh
SYCP3,Gm21627
NECAP1,Necap1
SMURF1,Smurf1
NET1,Net1
PISD,Pisd
ZIK1,Zik1
TEPP,Tepp
DICER1,Dicer1
ZNF845,Zfp712
TXN,Txn1
SGCD,Sgcd
IPCEF1,Ipcef1
PLCXD1,Plcxd1
PRF1,Prf1
GAS6,Gas6
SDHA,Sdha
AC021087.5,Sdha
ABHD16A,Abhd16a
HSD17B11,Hsd17b11
RPRD1A,Rprd1a
PPL,Ppl
NUBPL,Nubpl
CD36,Cd36
ZNF410,Zfp410
SAMD4A,Samd4
ZC3H14,Zc3h14
ACAD10,Acad12
CLK2,Clk2
TIGD4,Tigd4
SUPT7L,Supt7l
GTPBP6,Gtpbp6
SYNJ2,Synj2
CERKL,Cerkl
PSMD10,Psmd10
ANAPC5,Anapc5
PFDN1,Pfdn1
TMEM154,Tmem154
KYNU,Kynu
SH3BGRL2,Sh3bgrl2
EYA4,Eya4
CYB561D1,Cyb561d1
ZNF319,Zfp319
FBXW7,Fbxw7
TPSG1,Tpsg1
RAPSN,Rapsn
AGPAT2,Agpat2
ALYREF,Gm5698
OR4C46,Olfr1258
OR4C13,Olfr1258
PDGFC,Pdgfc
KIR2DS4,Kir3dl1
KIR2DL3,Kir3dl1
KIR2DL4,Kir3dl1
KIR3DL3,Kir3dl1
KIR3DL2,Kir3dl1
KIR2DL1,Kir3dl1
KIR3DL1,Kir3dl1
P2RY1,P2ry1
FGF17,Fgf17
LY6G5C,Ly6g5c
CETN3,Cetn3
KBTBD3,Kbtbd3
HBEGF,Hbegf
NUDT9,Nudt9
GRM1,Grm1
OR4C12,Olfr1259
UQCRH,Uqcrh
UQCRHL,Uqcrh
CACNA1H,Cacna1h
TXNDC8,Txndc8
PISD,Gm20671
OPRM1,Oprm1
AL662899.2,Ly6g5b
LY6G5B,Ly6g5b
CYP46A1,Cyp46a1
HS6ST2,Hs6st2
PRR14L,Prr14l
RAP2B,Rap2b
PRKACA,Prkaca
EGFL7,Egfl7
KIR2DS4,Kir3dl2
KIR2DL3,Kir3dl2
KIR2DL4,Kir3dl2
KIR3DL3,Kir3dl2
KIR3DL2,Kir3dl2
KIR2DL1,Kir3dl2
KIR3DL1,Kir3dl2
CHST8,Chst8
UBR2,Ubr2
ODF3L2,Odf3l2
RGS20,Rgs20
CILP2,Cilp2
MSANTD4,Msantd4
BATF2,Batf2
EIF3J,Eif3j2
OR7G2,Olfr836
OR10G2,Olfr1511
MEOX2,Meox2
C7orf31,4921507P07Rik
CAPN6,Capn6
OR4C5,Olfr1260
DPH3,Dph3
SEC62,Sec62
IMPAD1,Impad1
ARL2,Arl2
CWC22,Gm13697
CILP,Cilp
GPSM2,Gpsm2
ARHGAP21,Arhgap21
ARSK,Arsk
WAS,Was
MAN1A2,Man1a2
ECEL1,Ecel1
PSAPL1,Psapl1
NRARP,Nrarp
ARFIP1,Arfip1
SORCS2,Sorcs2
RBMY1D,Gm3376
RBMY1F,Gm3376
RBMY1B,Gm3376
RBMY1A1,Gm3376
RBMY1E,Gm3376
RBMY1J,Gm3376
UCP1,Ucp1
ATP6V1H,Atp6v1h
NKAPL,Nkapl
OR7G2,Olfr837
PCDH8,Pcdh8
OXNAD1,Oxnad1
TSSK6,Tssk6
ARHGEF26,Arhgef26
HEY1,Hey1
NDUFA13,Ndufa13
GABRR3,Gabrr3
SLITRK1,Slitrk1
SYCP3,Gm20843
ARHGAP5,Arhgap5
TMEM129,Tmem129
LGSN,Lgsn
OR4C45,Olfr1261
THSD4,Thsd4
LDB1,Ldb1
SLC6A12,Slc6a12
GLI3,Gli3
AC011448.1,Yjefn3
OR10G2,Olfr1510
PRKDC,Prkdc
ALYREF,4931428L18Rik
CLCC1,Clcc1
PDPN,Pdpn
TRAV1-2,Trav1
TRAV1-1,Trav1
SERPINB6,Serpinb6a
SLBP,Slbp
ELMOD2,Elmod2
FAM160A1,Fam160a1
MSGN1,Msgn1
QRSL1,Qrsl1
TSSK2,Tssk2
SNTG2,Sntg2
MS4A13,Ms4a13
ZCCHC8,Zcchc8
RMND1,Rmnd1
TDRD7,Tdrd7
SPATA31D3,Spata31d1a
SPATA31D4,Spata31d1a
SPATA31D1,Spata31d1a
POTEA,4930467E23Rik
FAM76B,Fam76b
SLITRK6,Slitrk6
MAGEA10,1700080O16Rik
CATSPERG,Catsperg1
GATB,Gatb
LRRC17,Lrrc17
OR4E2,Olfr1509
GNAL,Gnal
CRABP2,Crabp2
ARSI,Arsi
EBF1,Ebf1
FBXL13,Fbxl13
MADCAM1,Madcam1
GPC4,Gpc4
PSMC6,Psmc6
MS4A12,Ms4a12
CTSO,Ctso
TMEM131,Tmem131
TLE3,Tle3
PRSS56,Prss56
MS4A1,Ms4a1
CC2D1B,Cc2d1b
NES,Nes
NPM2,Npm2
JAKMIP2,Jakmip2
PLAC8,Plac8
OR4E1,Olfr1508
SLC39A6,Slc39a6
C2orf70,1700001C02Rik
MS4A5,Ms4a5
NPVF,Npvf
C19orf67,1700067K01Rik
TPGS1,Tpgs1
SLC5A4,Slc5a4a
DOK2,Dok2
IZUMO2,Izumo2
CELA3A,Cela3a
CELA3B,Cela3a
MAP3K4,Map3k4
LRRC38,Lrrc38
TUBAL3,Tubal3
SAMSN1,Samsn1
UBXN2A,Ubxn2a
MECP2,Mecp2
SERPINB1,Serpinb1a
DCAF12L2,Dcaf12l2
OR4E1,Olfr1507
DTNBP1,Dtnbp1
AC079447.1,Mrpl30
MRPL30,Mrpl30
PAQR8,Paqr8
ELP2,Elp2
RGL3,Rgl3
MRPS28,Mrps28
TOR4A,Tor4a
XPO7,Xpo7
ANTXR2,Antxr2
AL121768.1,Eml5
OR4C45,Olfr1262
PPRC1,Pprc1
SVEP1,Svep1
KHDRBS3,Khdrbs3
EPHA2,Epha2
EFHC1,Efhc1
